exp,date,w,fss,q
EG2,2018-11-21T18:00:00Z,1,0,50
EG2,2018-11-21T18:00:00Z,5,0.242088772703495,50
EG2,2018-11-21T18:00:00Z,11,0.319999118507657,50
EG2,2018-11-21T18:00:00Z,51,0.428273051067451,50
EG2,2018-11-21T18:00:00Z,101,0.416643917138983,50
EG2,2018-11-21T19:00:00Z,1,0.376015073418053,1
EG2,2018-11-21T19:00:00Z,5,0.484246190774791,1
EG2,2018-11-21T19:00:00Z,11,0.529301347445532,1
EG2,2018-11-21T19:00:00Z,51,0.544642893890766,1
EG2,2018-11-21T19:00:00Z,101,0.655097177348256,1
EG2,2018-11-21T19:00:00Z,1,0.57351915020197,5
EG2,2018-11-21T19:00:00Z,5,0.750247877544575,5
EG2,2018-11-21T19:00:00Z,11,0.836467988713017,5
EG2,2018-11-21T19:00:00Z,51,0.908500718759336,5
EG2,2018-11-21T19:00:00Z,101,0.925135914345263,5
EG2,2018-11-21T19:00:00Z,1,0.473486389300184,10
EG2,2018-11-21T19:00:00Z,5,0.690923998007754,10
EG2,2018-11-21T19:00:00Z,11,0.837148739066604,10
EG2,2018-11-21T19:00:00Z,51,0.938076708818303,10
EG2,2018-11-21T19:00:00Z,101,0.945887230233992,10
EG2,2018-11-21T19:00:00Z,1,0.236640708915145,25
EG2,2018-11-21T19:00:00Z,5,0.617587440517495,25
EG2,2018-11-21T19:00:00Z,11,0.745304567584114,25
EG2,2018-11-21T19:00:00Z,51,0.956982965718825,25
EG2,2018-11-21T19:00:00Z,101,0.966460673547607,25
EG2,2018-11-21T19:00:00Z,1,0,50
EG2,2018-11-21T19:00:00Z,5,0.45087603898822,50
EG2,2018-11-21T19:00:00Z,11,0.617206894851679,50
EG2,2018-11-21T19:00:00Z,51,0.688229043579972,50
EG2,2018-11-21T19:00:00Z,101,0.679274437488,50
EG2,2018-11-21T20:00:00Z,1,0.412944513770681,1
EG2,2018-11-21T20:00:00Z,5,0.529053641404317,1
EG2,2018-11-21T20:00:00Z,11,0.587877185591257,1
EG2,2018-11-21T20:00:00Z,51,0.626334560222442,1
EG2,2018-11-21T20:00:00Z,101,0.718395453143068,1
EG2,2018-11-21T20:00:00Z,1,0.595652562121254,5
EG2,2018-11-21T20:00:00Z,5,0.756435294737671,5
EG2,2018-11-21T20:00:00Z,11,0.85093016156497,5
EG2,2018-11-21T20:00:00Z,51,0.895831378453067,5
EG2,2018-11-21T20:00:00Z,101,0.899637645392192,5
EG2,2018-11-21T20:00:00Z,1,0.528904115529728,10
EG2,2018-11-21T20:00:00Z,5,0.701357696727573,10
EG2,2018-11-21T20:00:00Z,11,0.820415137799855,10
EG2,2018-11-21T20:00:00Z,51,0.909988075838782,10
EG2,2018-11-21T20:00:00Z,101,0.923263050688846,10
EG2,2018-11-21T20:00:00Z,1,0.274363988206806,25
EG2,2018-11-21T20:00:00Z,5,0.669787450490604,25
EG2,2018-11-21T20:00:00Z,11,0.794775128827993,25
EG2,2018-11-21T20:00:00Z,51,0.882821696474301,25
EG2,2018-11-21T20:00:00Z,101,0.898513404187379,25
EG2,2018-11-21T20:00:00Z,1,0,50
EG2,2018-11-21T20:00:00Z,5,0,50
EG2,2018-11-21T20:00:00Z,11,0,50
EG2,2018-11-21T20:00:00Z,51,0,50
EG2,2018-11-21T20:00:00Z,101,0,50
EG2,2018-11-21T21:00:00Z,1,0.487940891056129,1
EG2,2018-11-21T21:00:00Z,5,0.614045600444568,1
EG2,2018-11-21T21:00:00Z,11,0.683529408747394,1
EG2,2018-11-21T21:00:00Z,51,0.711327103260672,1
EG2,2018-11-21T21:00:00Z,101,0.758396302189106,1
EG2,2018-11-21T21:00:00Z,1,0.634366413604232,5
EG2,2018-11-21T21:00:00Z,5,0.771249517135886,5
EG2,2018-11-21T21:00:00Z,11,0.85236801854777,5
EG2,2018-11-21T21:00:00Z,51,0.884292295066722,5
EG2,2018-11-21T21:00:00Z,101,0.869764876466996,5
EG2,2018-11-21T21:00:00Z,1,0.52999316804804,10
EG2,2018-11-21T21:00:00Z,5,0.689643907572176,10
EG2,2018-11-21T21:00:00Z,11,0.805811335042301,10
EG2,2018-11-21T21:00:00Z,51,0.908252750713516,10
EG2,2018-11-21T21:00:00Z,101,0.923029302355418,10
EG2,2018-11-21T21:00:00Z,1,0.212876163076238,25
EG2,2018-11-21T21:00:00Z,5,0.530659981922709,25
EG2,2018-11-21T21:00:00Z,11,0.621208081067242,25
EG2,2018-11-21T21:00:00Z,51,0.786614478543891,25
EG2,2018-11-21T21:00:00Z,101,0.821469585586685,25
EG2,2018-11-21T21:00:00Z,1,0,50
EG2,2018-11-21T21:00:00Z,5,0,50
EG2,2018-11-21T21:00:00Z,11,0,50
EG2,2018-11-21T21:00:00Z,51,0,50
EG2,2018-11-21T21:00:00Z,101,0,50
EG2,2018-11-21T22:00:00Z,1,0.562965468286049,1
EG2,2018-11-21T22:00:00Z,5,0.695394397403217,1
EG2,2018-11-21T22:00:00Z,11,0.77505726109801,1
EG2,2018-11-21T22:00:00Z,51,0.803985007102749,1
EG2,2018-11-21T22:00:00Z,101,0.800414659259444,1
EG2,2018-11-21T22:00:00Z,1,0.695381756353006,5
EG2,2018-11-21T22:00:00Z,5,0.818129370000344,5
EG2,2018-11-21T22:00:00Z,11,0.884236490730504,5
EG2,2018-11-21T22:00:00Z,51,0.910893570757052,5
EG2,2018-11-21T22:00:00Z,101,0.893342915972202,5
EG2,2018-11-21T22:00:00Z,1,0.54685837292994,10
EG2,2018-11-21T22:00:00Z,5,0.686771971539099,10
EG2,2018-11-21T22:00:00Z,11,0.804529432974924,10
EG2,2018-11-21T22:00:00Z,51,0.932726306293843,10
EG2,2018-11-21T22:00:00Z,101,0.94575303333097,10
EG2,2018-11-21T22:00:00Z,1,0.238506367364558,25
EG2,2018-11-21T22:00:00Z,5,0.479138485992529,25
EG2,2018-11-21T22:00:00Z,11,0.607614173517191,25
EG2,2018-11-21T22:00:00Z,51,0.80652327803683,25
EG2,2018-11-21T22:00:00Z,101,0.847761110286019,25
EG2,2018-11-21T22:00:00Z,1,0,50
EG2,2018-11-21T22:00:00Z,5,0,50
EG2,2018-11-21T22:00:00Z,11,0,50
EG2,2018-11-21T22:00:00Z,51,0,50
EG2,2018-11-21T22:00:00Z,101,0,50
EG2,2018-11-21T23:00:00Z,1,0.643978691906571,1
EG2,2018-11-21T23:00:00Z,5,0.762603888112255,1
EG2,2018-11-21T23:00:00Z,11,0.83220853237804,1
EG2,2018-11-21T23:00:00Z,51,0.847578238427077,1
EG2,2018-11-21T23:00:00Z,101,0.802035806323044,1
EG2,2018-11-21T23:00:00Z,1,0.729977698401675,5
EG2,2018-11-21T23:00:00Z,5,0.851937217458214,5
EG2,2018-11-21T23:00:00Z,11,0.908403419737768,5
EG2,2018-11-21T23:00:00Z,51,0.943700382554642,5
EG2,2018-11-21T23:00:00Z,101,0.931646939567606,5
EG2,2018-11-21T23:00:00Z,1,0.526462014586385,10
EG2,2018-11-21T23:00:00Z,5,0.670282619368708,10
EG2,2018-11-21T23:00:00Z,11,0.778996981197608,10
EG2,2018-11-21T23:00:00Z,51,0.931470243072082,10
EG2,2018-11-21T23:00:00Z,101,0.951935034293303,10
EG2,2018-11-21T23:00:00Z,1,0.226487141680775,25
EG2,2018-11-21T23:00:00Z,5,0.447446213153169,25
EG2,2018-11-21T23:00:00Z,11,0.562727477808733,25
EG2,2018-11-21T23:00:00Z,51,0.751892265364919,25
EG2,2018-11-21T23:00:00Z,101,0.81110952403754,25
EG2,2018-11-21T23:00:00Z,1,0,50
EG2,2018-11-21T23:00:00Z,5,0,50
EG2,2018-11-21T23:00:00Z,11,0,50
EG2,2018-11-21T23:00:00Z,51,0,50
EG2,2018-11-21T23:00:00Z,101,0,50
EG2,2018-11-22T00:00:00Z,1,0.654867983410668,1
EG2,2018-11-22T00:00:00Z,5,0.756374609117548,1
EG2,2018-11-22T00:00:00Z,11,0.820879627928511,1
EG2,2018-11-22T00:00:00Z,51,0.850515204508531,1
EG2,2018-11-22T00:00:00Z,101,0.814735492980176,1
EG2,2018-11-22T00:00:00Z,1,0.668607587103524,5
EG2,2018-11-22T00:00:00Z,5,0.789263239184187,5
EG2,2018-11-22T00:00:00Z,11,0.860212658233358,5
EG2,2018-11-22T00:00:00Z,51,0.941779444180323,5
EG2,2018-11-22T00:00:00Z,101,0.955286701398909,5
EG2,2018-11-22T00:00:00Z,1,0.474174326945626,10
EG2,2018-11-22T00:00:00Z,5,0.619672912361485,10
EG2,2018-11-22T00:00:00Z,11,0.713242735827175,10
EG2,2018-11-22T00:00:00Z,51,0.912304922828223,10
EG2,2018-11-22T00:00:00Z,101,0.958413095469224,10
EG2,2018-11-22T00:00:00Z,1,0.12362450279552,25
EG2,2018-11-22T00:00:00Z,5,0.324394302240355,25
EG2,2018-11-22T00:00:00Z,11,0.44438809543575,25
EG2,2018-11-22T00:00:00Z,51,0.527241734765107,25
EG2,2018-11-22T00:00:00Z,101,0.623930144553947,25
EG2,2018-11-22T00:00:00Z,1,0,50
EG2,2018-11-22T00:00:00Z,5,0,50
EG2,2018-11-22T00:00:00Z,11,0,50
EG2,2018-11-22T00:00:00Z,51,0,50
EG2,2018-11-22T00:00:00Z,101,0,50
EG2,2018-11-22T01:00:00Z,1,0.584995097522054,1
EG2,2018-11-22T01:00:00Z,5,0.684355100227506,1
EG2,2018-11-22T01:00:00Z,11,0.754145842049477,1
EG2,2018-11-22T01:00:00Z,51,0.839982643245266,1
EG2,2018-11-22T01:00:00Z,101,0.869951527262724,1
EG2,2018-11-22T01:00:00Z,1,0.542826570257905,5
EG2,2018-11-22T01:00:00Z,5,0.662179062308362,5
EG2,2018-11-22T01:00:00Z,11,0.746650520772657,5
EG2,2018-11-22T01:00:00Z,51,0.891254285139663,5
EG2,2018-11-22T01:00:00Z,101,0.920739961625965,5
EG2,2018-11-22T01:00:00Z,1,0.41616536130949,10
EG2,2018-11-22T01:00:00Z,5,0.553307592999307,10
EG2,2018-11-22T01:00:00Z,11,0.637236754172747,10
EG2,2018-11-22T01:00:00Z,51,0.837479412792281,10
EG2,2018-11-22T01:00:00Z,101,0.928151096241712,10
EG2,2018-11-22T01:00:00Z,1,0.0338202827751419,25
EG2,2018-11-22T01:00:00Z,5,0.164402796795734,25
EG2,2018-11-22T01:00:00Z,11,0.274448687536921,25
EG2,2018-11-22T01:00:00Z,51,0.337119758619096,25
EG2,2018-11-22T01:00:00Z,101,0.64096741002135,25
EG2,2018-11-22T01:00:00Z,1,0,50
EG2,2018-11-22T01:00:00Z,5,0,50
EG2,2018-11-22T01:00:00Z,11,0,50
EG2,2018-11-22T01:00:00Z,51,0,50
EG2,2018-11-22T01:00:00Z,101,0,50
EG2,2018-11-22T02:00:00Z,1,0.507241447738633,1
EG2,2018-11-22T02:00:00Z,5,0.602142948630464,1
EG2,2018-11-22T02:00:00Z,11,0.683842614632399,1
EG2,2018-11-22T02:00:00Z,51,0.826057395768984,1
EG2,2018-11-22T02:00:00Z,101,0.876472827683445,1
EG2,2018-11-22T02:00:00Z,1,0.425840941398397,5
EG2,2018-11-22T02:00:00Z,5,0.535793366670116,5
EG2,2018-11-22T02:00:00Z,11,0.609278120552187,5
EG2,2018-11-22T02:00:00Z,51,0.755999857309488,5
EG2,2018-11-22T02:00:00Z,101,0.828852466425987,5
EG2,2018-11-22T02:00:00Z,1,0.338592726118356,10
EG2,2018-11-22T02:00:00Z,5,0.444484175415304,10
EG2,2018-11-22T02:00:00Z,11,0.495910587935187,10
EG2,2018-11-22T02:00:00Z,51,0.678479392803035,10
EG2,2018-11-22T02:00:00Z,101,0.84352737517374,10
EG2,2018-11-22T02:00:00Z,1,0.0250537176063261,25
EG2,2018-11-22T02:00:00Z,5,0.0600210521062179,25
EG2,2018-11-22T02:00:00Z,11,0.0866042832134905,25
EG2,2018-11-22T02:00:00Z,51,0.129825160100785,25
EG2,2018-11-22T02:00:00Z,101,0.419047758634215,25
EG2,2018-11-22T02:00:00Z,1,0,50
EG2,2018-11-22T02:00:00Z,5,0,50
EG2,2018-11-22T02:00:00Z,11,0,50
EG2,2018-11-22T02:00:00Z,51,0,50
EG2,2018-11-22T02:00:00Z,101,0,50
EG2,2018-11-22T03:00:00Z,1,0.448694483849796,1
EG2,2018-11-22T03:00:00Z,5,0.54010885564989,1
EG2,2018-11-22T03:00:00Z,11,0.626084705562998,1
EG2,2018-11-22T03:00:00Z,51,0.825980209195499,1
EG2,2018-11-22T03:00:00Z,101,0.890499954795236,1
EG2,2018-11-22T03:00:00Z,1,0.335340685101997,5
EG2,2018-11-22T03:00:00Z,5,0.434759147012807,5
EG2,2018-11-22T03:00:00Z,11,0.505161645028122,5
EG2,2018-11-22T03:00:00Z,51,0.709596737952377,5
EG2,2018-11-22T03:00:00Z,101,0.827945858043952,5
EG2,2018-11-22T03:00:00Z,1,0.210283117673704,10
EG2,2018-11-22T03:00:00Z,5,0.25573859418204,10
EG2,2018-11-22T03:00:00Z,11,0.2870256166544,10
EG2,2018-11-22T03:00:00Z,51,0.441758507442225,10
EG2,2018-11-22T03:00:00Z,101,0.69027872716437,10
EG2,2018-11-22T03:00:00Z,1,0.0116978470983532,25
EG2,2018-11-22T03:00:00Z,5,0.0179386970195674,25
EG2,2018-11-22T03:00:00Z,11,0.0242828185495777,25
EG2,2018-11-22T03:00:00Z,51,0.0807463151180349,25
EG2,2018-11-22T03:00:00Z,101,0.174702654018729,25
EG2,2018-11-22T03:00:00Z,1,0,50
EG2,2018-11-22T03:00:00Z,5,0,50
EG2,2018-11-22T03:00:00Z,11,2.72199163098286e-07,50
EG2,2018-11-22T03:00:00Z,51,0.00515433124758868,50
EG2,2018-11-22T03:00:00Z,101,0.0218888091477762,50
EG2,2018-11-22T04:00:00Z,1,0.447364695212776,1
EG2,2018-11-22T04:00:00Z,5,0.527686750770682,1
EG2,2018-11-22T04:00:00Z,11,0.597623340261092,1
EG2,2018-11-22T04:00:00Z,51,0.791255132602244,1
EG2,2018-11-22T04:00:00Z,101,0.877100777665081,1
EG2,2018-11-22T04:00:00Z,1,0.238256855824057,5
EG2,2018-11-22T04:00:00Z,5,0.303753561913636,5
EG2,2018-11-22T04:00:00Z,11,0.370524074812681,5
EG2,2018-11-22T04:00:00Z,51,0.647794533244344,5
EG2,2018-11-22T04:00:00Z,101,0.766865570440736,5
EG2,2018-11-22T04:00:00Z,1,0.0971883370114261,10
EG2,2018-11-22T04:00:00Z,5,0.125409222072077,10
EG2,2018-11-22T04:00:00Z,11,0.17684625519156,10
EG2,2018-11-22T04:00:00Z,51,0.481905864694103,10
EG2,2018-11-22T04:00:00Z,101,0.65209704050141,10
EG2,2018-11-22T04:00:00Z,1,0.00779157266815778,25
EG2,2018-11-22T04:00:00Z,5,0.0140331651812798,25
EG2,2018-11-22T04:00:00Z,11,0.0327258448723986,25
EG2,2018-11-22T04:00:00Z,51,0.171113088750799,25
EG2,2018-11-22T04:00:00Z,101,0.282934356527452,25
EG2,2018-11-22T04:00:00Z,1,0,50
EG2,2018-11-22T04:00:00Z,5,4.49643286726253e-06,50
EG2,2018-11-22T04:00:00Z,11,0.00155663127473915,50
EG2,2018-11-22T04:00:00Z,51,0.0315385640966043,50
EG2,2018-11-22T04:00:00Z,101,0.0634702285815056,50
EG2,2018-11-22T05:00:00Z,1,0.461954046801922,1
EG2,2018-11-22T05:00:00Z,5,0.545777200778252,1
EG2,2018-11-22T05:00:00Z,11,0.610264406507087,1
EG2,2018-11-22T05:00:00Z,51,0.79306301259139,1
EG2,2018-11-22T05:00:00Z,101,0.874631985802126,1
EG2,2018-11-22T05:00:00Z,1,0.245416328321736,5
EG2,2018-11-22T05:00:00Z,5,0.295338748209462,5
EG2,2018-11-22T05:00:00Z,11,0.3614366324583,5
EG2,2018-11-22T05:00:00Z,51,0.642730768625737,5
EG2,2018-11-22T05:00:00Z,101,0.741326726309725,5
EG2,2018-11-22T05:00:00Z,1,0.0873007944007524,10
EG2,2018-11-22T05:00:00Z,5,0.119090395116844,10
EG2,2018-11-22T05:00:00Z,11,0.186048192310235,10
EG2,2018-11-22T05:00:00Z,51,0.50890461178379,10
EG2,2018-11-22T05:00:00Z,101,0.603903044095414,10
EG2,2018-11-22T05:00:00Z,1,0.00896155998894421,25
EG2,2018-11-22T05:00:00Z,5,0.0160134851746371,25
EG2,2018-11-22T05:00:00Z,11,0.0406459552040323,25
EG2,2018-11-22T05:00:00Z,51,0.32193122608192,25
EG2,2018-11-22T05:00:00Z,101,0.410975016366846,25
EG2,2018-11-22T05:00:00Z,1,0,50
EG2,2018-11-22T05:00:00Z,5,1.85848979501468e-05,50
EG2,2018-11-22T05:00:00Z,11,0.0021342347502612,50
EG2,2018-11-22T05:00:00Z,51,0.0899509151015284,50
EG2,2018-11-22T05:00:00Z,101,0.140828708387785,50
EG2,2018-11-22T06:00:00Z,1,0.473977796693902,1
EG2,2018-11-22T06:00:00Z,5,0.552646157720669,1
EG2,2018-11-22T06:00:00Z,11,0.611729327923559,1
EG2,2018-11-22T06:00:00Z,51,0.795766923439494,1
EG2,2018-11-22T06:00:00Z,101,0.877538024989435,1
EG2,2018-11-22T06:00:00Z,1,0.307672370744778,5
EG2,2018-11-22T06:00:00Z,5,0.364106705239539,5
EG2,2018-11-22T06:00:00Z,11,0.429493722669911,5
EG2,2018-11-22T06:00:00Z,51,0.68302648592519,5
EG2,2018-11-22T06:00:00Z,101,0.76606365722952,5
EG2,2018-11-22T06:00:00Z,1,0.163423323371413,10
EG2,2018-11-22T06:00:00Z,5,0.207061052880978,10
EG2,2018-11-22T06:00:00Z,11,0.279090770791067,10
EG2,2018-11-22T06:00:00Z,51,0.55182881407116,10
EG2,2018-11-22T06:00:00Z,101,0.613526699739898,10
EG2,2018-11-22T06:00:00Z,1,0.0254033907827216,25
EG2,2018-11-22T06:00:00Z,5,0.0429076804605004,25
EG2,2018-11-22T06:00:00Z,11,0.0855583821137664,25
EG2,2018-11-22T06:00:00Z,51,0.472957577997436,25
EG2,2018-11-22T06:00:00Z,101,0.532565067117257,25
EG2,2018-11-22T06:00:00Z,1,0.00129144507322665,50
EG2,2018-11-22T06:00:00Z,5,0.00192020246852653,50
EG2,2018-11-22T06:00:00Z,11,0.00580743670545136,50
EG2,2018-11-22T06:00:00Z,51,0.185334930256403,50
EG2,2018-11-22T06:00:00Z,101,0.235399342228015,50
EG2,2018-11-22T07:00:00Z,1,0.513030555005253,1
EG2,2018-11-22T07:00:00Z,5,0.578629411423764,1
EG2,2018-11-22T07:00:00Z,11,0.63838154949604,1
EG2,2018-11-22T07:00:00Z,51,0.82974053707049,1
EG2,2018-11-22T07:00:00Z,101,0.906026871533215,1
EG2,2018-11-22T07:00:00Z,1,0.399215425284553,5
EG2,2018-11-22T07:00:00Z,5,0.450778882585481,5
EG2,2018-11-22T07:00:00Z,11,0.50558355614646,5
EG2,2018-11-22T07:00:00Z,51,0.698183443079332,5
EG2,2018-11-22T07:00:00Z,101,0.754394000775722,5
EG2,2018-11-22T07:00:00Z,1,0.260280079136594,10
EG2,2018-11-22T07:00:00Z,5,0.306725658557403,10
EG2,2018-11-22T07:00:00Z,11,0.362146573253812,10
EG2,2018-11-22T07:00:00Z,51,0.570512801751887,10
EG2,2018-11-22T07:00:00Z,101,0.616024961622999,10
EG2,2018-11-22T07:00:00Z,1,0.0501000297221241,25
EG2,2018-11-22T07:00:00Z,5,0.0801215826574067,25
EG2,2018-11-22T07:00:00Z,11,0.147262437160798,25
EG2,2018-11-22T07:00:00Z,51,0.494281783490947,25
EG2,2018-11-22T07:00:00Z,101,0.527544794052195,25
EG2,2018-11-22T07:00:00Z,1,0.0028557149996431,50
EG2,2018-11-22T07:00:00Z,5,0.00541295815216081,50
EG2,2018-11-22T07:00:00Z,11,0.0132031599844249,50
EG2,2018-11-22T07:00:00Z,51,0.209898506397535,50
EG2,2018-11-22T07:00:00Z,101,0.242473194415465,50
EG2,2018-11-22T08:00:00Z,1,0.525534702625803,1
EG2,2018-11-22T08:00:00Z,5,0.58527900490807,1
EG2,2018-11-22T08:00:00Z,11,0.641601026644366,1
EG2,2018-11-22T08:00:00Z,51,0.839078711638743,1
EG2,2018-11-22T08:00:00Z,101,0.920772231052763,1
EG2,2018-11-22T08:00:00Z,1,0.413679285138188,5
EG2,2018-11-22T08:00:00Z,5,0.462286183656257,5
EG2,2018-11-22T08:00:00Z,11,0.520660427863673,5
EG2,2018-11-22T08:00:00Z,51,0.718342752317556,5
EG2,2018-11-22T08:00:00Z,101,0.77011499409738,5
EG2,2018-11-22T08:00:00Z,1,0.295642233245,10
EG2,2018-11-22T08:00:00Z,5,0.339832333059156,10
EG2,2018-11-22T08:00:00Z,11,0.392985741830351,10
EG2,2018-11-22T08:00:00Z,51,0.550677630583177,10
EG2,2018-11-22T08:00:00Z,101,0.579560065874298,10
EG2,2018-11-22T08:00:00Z,1,0.0829504790700711,25
EG2,2018-11-22T08:00:00Z,5,0.12221937091418,25
EG2,2018-11-22T08:00:00Z,11,0.189111057074844,25
EG2,2018-11-22T08:00:00Z,51,0.414498873702208,25
EG2,2018-11-22T08:00:00Z,101,0.423529769362665,25
EG2,2018-11-22T08:00:00Z,1,0.00495270484355492,50
EG2,2018-11-22T08:00:00Z,5,0.0119242115032541,50
EG2,2018-11-22T08:00:00Z,11,0.0254950992070698,50
EG2,2018-11-22T08:00:00Z,51,0.173370984049009,50
EG2,2018-11-22T08:00:00Z,101,0.19162464756489,50
EG2,2018-11-22T09:00:00Z,1,0.532852742003338,1
EG2,2018-11-22T09:00:00Z,5,0.588721620160058,1
EG2,2018-11-22T09:00:00Z,11,0.643879097574272,1
EG2,2018-11-22T09:00:00Z,51,0.84281572055719,1
EG2,2018-11-22T09:00:00Z,101,0.922788497272356,1
EG2,2018-11-22T09:00:00Z,1,0.412821827163105,5
EG2,2018-11-22T09:00:00Z,5,0.461148525442556,5
EG2,2018-11-22T09:00:00Z,11,0.520352798458982,5
EG2,2018-11-22T09:00:00Z,51,0.726242560319335,5
EG2,2018-11-22T09:00:00Z,101,0.77893972359996,5
EG2,2018-11-22T09:00:00Z,1,0.294077376299802,10
EG2,2018-11-22T09:00:00Z,5,0.335511386007411,10
EG2,2018-11-22T09:00:00Z,11,0.390112410037519,10
EG2,2018-11-22T09:00:00Z,51,0.552274870879109,10
EG2,2018-11-22T09:00:00Z,101,0.582778401566348,10
EG2,2018-11-22T09:00:00Z,1,0.0937388647808037,25
EG2,2018-11-22T09:00:00Z,5,0.131554490029506,25
EG2,2018-11-22T09:00:00Z,11,0.189862037364628,25
EG2,2018-11-22T09:00:00Z,51,0.353035551849903,25
EG2,2018-11-22T09:00:00Z,101,0.358162181520911,25
EG2,2018-11-22T09:00:00Z,1,0.00726278184173679,50
EG2,2018-11-22T09:00:00Z,5,0.0158946551350881,50
EG2,2018-11-22T09:00:00Z,11,0.0303092040689439,50
EG2,2018-11-22T09:00:00Z,51,0.151822282140977,50
EG2,2018-11-22T09:00:00Z,101,0.17292607654634,50
EG2,2018-11-22T10:00:00Z,1,0.559425404464466,1
EG2,2018-11-22T10:00:00Z,5,0.613574549770627,1
EG2,2018-11-22T10:00:00Z,11,0.664994697751827,1
EG2,2018-11-22T10:00:00Z,51,0.847363900828706,1
EG2,2018-11-22T10:00:00Z,101,0.92111428748521,1
EG2,2018-11-22T10:00:00Z,1,0.426513556789273,5
EG2,2018-11-22T10:00:00Z,5,0.479900625211436,5
EG2,2018-11-22T10:00:00Z,11,0.536523092808653,5
EG2,2018-11-22T10:00:00Z,51,0.723275290348706,5
EG2,2018-11-22T10:00:00Z,101,0.770454647031949,5
EG2,2018-11-22T10:00:00Z,1,0.296985800978802,10
EG2,2018-11-22T10:00:00Z,5,0.343770788757057,10
EG2,2018-11-22T10:00:00Z,11,0.396203920254467,10
EG2,2018-11-22T10:00:00Z,51,0.548393868767819,10
EG2,2018-11-22T10:00:00Z,101,0.576609134279982,10
EG2,2018-11-22T10:00:00Z,1,0.0844383998272882,25
EG2,2018-11-22T10:00:00Z,5,0.118263190127083,25
EG2,2018-11-22T10:00:00Z,11,0.165174085619736,25
EG2,2018-11-22T10:00:00Z,51,0.324750790340585,25
EG2,2018-11-22T10:00:00Z,101,0.335638797449192,25
EG2,2018-11-22T10:00:00Z,1,0.00550140841345204,50
EG2,2018-11-22T10:00:00Z,5,0.0112547607592322,50
EG2,2018-11-22T10:00:00Z,11,0.0227253167361593,50
EG2,2018-11-22T10:00:00Z,51,0.112793253891089,50
EG2,2018-11-22T10:00:00Z,101,0.133973930373828,50
EG2,2018-11-22T11:00:00Z,1,0.60857519120345,1
EG2,2018-11-22T11:00:00Z,5,0.66322282746878,1
EG2,2018-11-22T11:00:00Z,11,0.713579319336262,1
EG2,2018-11-22T11:00:00Z,51,0.870378244822369,1
EG2,2018-11-22T11:00:00Z,101,0.929612174963489,1
EG2,2018-11-22T11:00:00Z,1,0.464174929386404,5
EG2,2018-11-22T11:00:00Z,5,0.511484088347165,5
EG2,2018-11-22T11:00:00Z,11,0.561406186001155,5
EG2,2018-11-22T11:00:00Z,51,0.725612567068304,5
EG2,2018-11-22T11:00:00Z,101,0.776897635220147,5
EG2,2018-11-22T11:00:00Z,1,0.315196758904793,10
EG2,2018-11-22T11:00:00Z,5,0.354738951668219,10
EG2,2018-11-22T11:00:00Z,11,0.396641747627477,10
EG2,2018-11-22T11:00:00Z,51,0.534440420109936,10
EG2,2018-11-22T11:00:00Z,101,0.568185458651321,10
EG2,2018-11-22T11:00:00Z,1,0.0728789417823338,25
EG2,2018-11-22T11:00:00Z,5,0.099939546513655,25
EG2,2018-11-22T11:00:00Z,11,0.13750035115774,25
EG2,2018-11-22T11:00:00Z,51,0.271134229574354,25
EG2,2018-11-22T11:00:00Z,101,0.289570429429099,25
EG2,2018-11-22T11:00:00Z,1,0.00754175794137268,50
EG2,2018-11-22T11:00:00Z,5,0.0149725503528996,50
EG2,2018-11-22T11:00:00Z,11,0.0257816166934286,50
EG2,2018-11-22T11:00:00Z,51,0.0996950352726705,50
EG2,2018-11-22T11:00:00Z,101,0.122600031739551,50
EG2,2018-11-22T12:00:00Z,1,0.66460915535143,1
EG2,2018-11-22T12:00:00Z,5,0.718322510631596,1
EG2,2018-11-22T12:00:00Z,11,0.766387808570083,1
EG2,2018-11-22T12:00:00Z,51,0.889134580723968,1
EG2,2018-11-22T12:00:00Z,101,0.932726818687879,1
EG2,2018-11-22T12:00:00Z,1,0.487860479819415,5
EG2,2018-11-22T12:00:00Z,5,0.537422532659967,5
EG2,2018-11-22T12:00:00Z,11,0.583587270749519,5
EG2,2018-11-22T12:00:00Z,51,0.71626554306982,5
EG2,2018-11-22T12:00:00Z,101,0.763647396261304,5
EG2,2018-11-22T12:00:00Z,1,0.307354928464743,10
EG2,2018-11-22T12:00:00Z,5,0.34273702720891,10
EG2,2018-11-22T12:00:00Z,11,0.377454803731923,10
EG2,2018-11-22T12:00:00Z,51,0.50679218050449,10
EG2,2018-11-22T12:00:00Z,101,0.553879386743119,10
EG2,2018-11-22T12:00:00Z,1,0.0879354902395489,25
EG2,2018-11-22T12:00:00Z,5,0.111747052499564,25
EG2,2018-11-22T12:00:00Z,11,0.140027582070805,25
EG2,2018-11-22T12:00:00Z,51,0.246107770045564,25
EG2,2018-11-22T12:00:00Z,101,0.271946807324146,25
EG2,2018-11-22T12:00:00Z,1,0.0127421378423469,50
EG2,2018-11-22T12:00:00Z,5,0.0236311428617799,50
EG2,2018-11-22T12:00:00Z,11,0.037547327098944,50
EG2,2018-11-22T12:00:00Z,51,0.121927797955239,50
EG2,2018-11-22T12:00:00Z,101,0.149574874643306,50
EG2,2018-11-22T13:00:00Z,1,0.673640041662562,1
EG2,2018-11-22T13:00:00Z,5,0.724669765106091,1
